defense,param_value,avg_rmse,std_rmse,avg_success,std_success
sample,22,6.474107325869715,1.4267838521538723,0.735,0.01649915822768612
sample,23,6.696338180373194,1.963740082845165,0.734,0.02590581230363395
sample,24,6.963720027582925,2.030935301075861,0.734,0.02875181153713045
sample,25,5.751026102797743,0.7353750101055757,0.733,0.012516655570345725
sample,26,6.2036684848374195,1.6141551055779433,0.741,0.022827858224351936
sample,27,6.367659976831221,1.579019961461796,0.747,0.02626785107312741
sample,28,6.081316964688119,1.9177865097384719,0.752,0.026161889160464802
sample,29,5.3163124398644515,0.8847083481483777,0.756,0.018973665961010296
sample,30,5.110056809510454,0.637498451431919,0.756,0.013498971154211073
sample,31,5.2591417251982,1.1212682921511155,0.767,0.017669811040931446
sample,32,5.481454012077228,0.9489290606798414,0.759,0.026012817353502256
sample,33,5.52843720426814,1.569116764006743,0.762,0.028205594401741595
sample,34,5.262090397503299,1.1231391434860822,0.763,0.02626785107312742
sample,35,5.480253137540155,1.983303045990565,0.78,0.031622776601683805
sample,36,4.960282575037297,1.0865453417482225,0.776,0.02547329756605706
sample,37,4.5429207895292265,0.6759563911684705,0.787,0.020575065816014617
sample,38,4.807065690956198,0.8436099839705193,0.787,0.025407785333545995
sample,39,4.374697316328688,0.4532172288188961,0.781,0.019119507199599994
sample,40,4.162836529270748,0.49093678091432924,0.792,0.020439612955674518
sample,41,4.117624113799392,0.7394956130857637,0.8,0.02160246899469287
sample,42,4.2601034728020455,0.8560098550142846,0.8,0.023094010767585
sample,43,3.801968212519081,0.5657036045955256,0.8009999999999999,0.016633299933166198
sample,44,4.640580819494929,0.9411770398056857,0.82,0.02494438257849291
sample,45,3.7087465053712108,0.40316219323674246,0.812,0.021499353995462767
sample,46,3.88696709464971,0.6435998708420844,0.8130000000000001,0.02110818693198342
sample,47,4.421925059137256,1.452677310217206,0.8029999999999999,0.03020301677353145
sample,48,3.89957511188436,0.736612556329187,0.8099999999999999,0.019436506316151
sample,49,3.6356974772887964,0.7038636990856526,0.8400000000000001,0.018856180831641273
sample,50,3.5931316601296133,0.49374405535010435,0.837,0.02213594362117865
sample,51,3.372868396649028,0.566603559174179,0.829,0.017919573407620803
sample,52,3.2886504570085586,0.4246513904849108,0.835,0.01779513042005219
sample,53,3.48858239004685,0.763315737412437,0.844,0.02366431913239848
sample,54,2.9889148269089025,0.3012774883558048,0.8459999999999999,0.015776212754932333
sample,55,3.4261461358187484,0.836312807951138,0.853,0.025841396591085728
sample,56,3.220477235052775,0.997444780174519,0.8470000000000001,0.025407785333545995
sample,57,3.543548706425878,0.83667526755149,0.8460000000000001,0.03025814858109391
sample,58,3.020956768747157,0.643087567053381,0.858,0.01873795909674027
sample,59,2.950579349121274,0.5150149723551612,0.861,0.016633299933166198
sample,60,2.862958577949107,0.6833300477363338,0.8710000000000001,0.018529256146249774
sample,61,2.6928303052250753,0.2926696420070851,0.8710000000000001,0.017919573407620834
sample,62,3.1167476571502744,0.6521189028875678,0.8710000000000001,0.025582111805799862
sample,63,2.4795316350160457,0.26540358401045333,0.868,0.009189365834726815
sample,64,2.5979862404641976,0.37475500420453106,0.8720000000000001,0.014757295747452458
sample,65,2.7300982372168825,0.37729574250791825,0.885,0.02368778400591984
sample,66,2.6339228285128558,0.5435724458545982,0.8800000000000001,0.02054804667656324
sample,67,2.4587076514273876,0.42407522396392033,0.889,0.02233582075700129
sample,68,2.290064155650807,0.28048593734024735,0.892,0.016865480854231375
sample,69,2.6041936267836174,0.7447878453269583,0.9019999999999999,0.026583202716502507
sample,70,2.1881154054084657,0.5124171888871081,0.9099999999999999,0.01825741858350554
sample,71,2.707351465405684,0.9899960696599641,0.908,0.027808871486152287
sample,72,2.5493446211783146,0.6769115310367696,0.909,0.027668674625929545
sample,73,2.2090181547213756,0.4560610775105771,0.9019999999999999,0.01619327706865484
sample,74,2.134397068503165,0.4157811303596332,0.914,0.01646545204697129
sample,75,2.2384149543253256,0.8327765866328116,0.921,0.025582111805799827
sample,76,1.831886876897115,0.36668034794009513,0.932,0.015491933384829638
sample,77,2.1109960467505218,0.49129254849525145,0.923,0.01828782229912691
sample,78,1.8853609145897878,0.40962026111817124,0.9259999999999999,0.020110804171997777
sample,79,1.719522844835333,0.2249915649337304,0.923,0.010593499054713759
sample,80,1.8795117256087714,0.370854004366407,0.9400000000000001,0.019999999999999962
sample,81,1.6515939605797132,0.2505132030966371,0.933,0.012516655570345654
sample,82,1.5877081276528198,0.2472506729073652,0.9400000000000001,0.015634719199411378
sample,83,1.7143322703560373,0.5078374577410764,0.9480000000000001,0.019321835661585896
sample,84,1.4026438053618517,0.18354688777343453,0.9490000000000001,0.014491376746189437
sample,85,1.5818455373188638,0.5907706706044926,0.9410000000000001,0.01728840330651989
sample,86,1.2883859224302956,0.14133977135035783,0.953,0.008232726023485647
sample,87,1.422618060557895,0.32479514887113387,0.953,0.01567021236472418
sample,88,1.3365156779573277,0.492065855144177,0.959,0.01852925614624972
sample,89,1.4085956125779497,0.41667620040287395,0.958,0.018135294011647245
sample,90,1.209050459852693,0.2326254938964192,0.967,0.014181364924121776
sample,91,1.131687098780774,0.22408314504970492,0.976,0.014298407059684827
sample,92,1.0515811126983259,0.16721535044352837,0.9800000000000001,0.013333333333333334
sample,93,1.0410884474408237,0.20349895072358573,0.977,0.013374935098492604
sample,94,0.8451672937658874,0.22404408030627534,0.9789999999999999,0.009944289260117542
sample,95,0.7870300219942665,0.13137096729113396,0.992,0.00788810637746617
sample,96,0.7326234763893987,0.21049066768791616,0.9869999999999999,0.006749485577105551
sample,97,0.5895083178185467,0.15606115428726303,0.99,0.006666666666666681
sample,98,0.5049399655911239,0.1736314440952916,0.993,0.006749485577105543
sample,99,0.30241428649304664,0.20018128226706686,0.9970000000000001,0.004830458915396475
sample,100,0.0,0.0,1.0,0.0
